disease_finding_id,disease_id,finding_id,presence,typicality,sensitivity_context,specificity_context,disease_stage,age_context,clinical_meaning,distinguishing_value,commonly_tested,step_levels,subject_exams,source_status
DNF-NEUR-D9A9AB9F1155,DIS-NEUR-001,FND-NEUR-PRONATORDRIFT,present,classic,Timing and phenotype determine sensitivity of pronator drift in Transient ischemic attack.,Pronator drift is interpreted against the disease-specific mimics of Transient ischemic attack.,condition-specific,condition-specific,Pronator drift contributes a defined finding pattern to the explicit Transient ischemic attack illness script.,The selected Pronator drift pattern differentiates Transient ischemic attack from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-117D5D5DE327,DIS-NEUR-127,FND-NEUR-87188389447E,present,supportive,Timing and phenotype determine sensitivity of bowel-bladder dysfunction in Syringomyelia.,Bowel-bladder dysfunction is interpreted against the disease-specific mimics of Syringomyelia.,condition-specific,condition-specific,Bowel-bladder dysfunction contributes a defined finding pattern to the explicit Syringomyelia illness script.,The selected Bowel-bladder dysfunction pattern differentiates Syringomyelia from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-51B6D65A780D,DIS-NEUR-128,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Amyotrophic lateral sclerosis.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Amyotrophic lateral sclerosis.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Amyotrophic lateral sclerosis illness script.,The selected Neurofibrillary tangles pattern differentiates Amyotrophic lateral sclerosis from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-33678D999352,DIS-NEUR-128,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Amyotrophic lateral sclerosis.,Lewy bodies is interpreted against the disease-specific mimics of Amyotrophic lateral sclerosis.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Amyotrophic lateral sclerosis illness script.,The selected Lewy bodies pattern differentiates Amyotrophic lateral sclerosis from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-BF0F1B5BA288,DIS-NEUR-128,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Amyotrophic lateral sclerosis.,Ventriculomegaly is interpreted against the disease-specific mimics of Amyotrophic lateral sclerosis.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Amyotrophic lateral sclerosis illness script.,The selected Ventriculomegaly pattern differentiates Amyotrophic lateral sclerosis from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-6A1C4B26B207,DIS-NEUR-128,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Amyotrophic lateral sclerosis.,Fluctuating attention is interpreted against the disease-specific mimics of Amyotrophic lateral sclerosis.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Amyotrophic lateral sclerosis illness script.,The selected Fluctuating attention pattern differentiates Amyotrophic lateral sclerosis from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-D2F30524E3B2,DIS-NEUR-128,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Amyotrophic lateral sclerosis.,Visual hallucinations is interpreted against the disease-specific mimics of Amyotrophic lateral sclerosis.,condition-specific,condition-specific,Visual hallucinations contributes a defined finding pattern to the explicit Amyotrophic lateral sclerosis illness script.,The selected Visual hallucinations pattern differentiates Amyotrophic lateral sclerosis from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-E5B13CBC3A8D,DIS-NEUR-129,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Glioblastoma.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Glioblastoma.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Glioblastoma illness script.,The selected Neurofibrillary tangles pattern differentiates Glioblastoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-18B6E00B8C4C,DIS-NEUR-129,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Glioblastoma.,Lewy bodies is interpreted against the disease-specific mimics of Glioblastoma.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Glioblastoma illness script.,The selected Lewy bodies pattern differentiates Glioblastoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-408FBEC091C0,DIS-NEUR-129,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Glioblastoma.,Ventriculomegaly is interpreted against the disease-specific mimics of Glioblastoma.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Glioblastoma illness script.,The selected Ventriculomegaly pattern differentiates Glioblastoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-76D2AF2CF684,DIS-NEUR-129,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Glioblastoma.,Fluctuating attention is interpreted against the disease-specific mimics of Glioblastoma.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Glioblastoma illness script.,The selected Fluctuating attention pattern differentiates Glioblastoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-A167CD9D7C55,DIS-NEUR-130,FND-NEUR-MIDLINESHIFT,present,classic,Timing and phenotype determine sensitivity of midline shift in Oligodendroglioma.,Midline shift is interpreted against the disease-specific mimics of Oligodendroglioma.,condition-specific,condition-specific,Midline shift contributes a defined finding pattern to the explicit Oligodendroglioma illness script.,The selected Midline shift pattern differentiates Oligodendroglioma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-EAAB2E0A73B9,DIS-NEUR-130,FND-NEUR-BUTTERFLYGLIOMA,present,supportive,Timing and phenotype determine sensitivity of butterfly glioma in Oligodendroglioma.,Butterfly glioma is interpreted against the disease-specific mimics of Oligodendroglioma.,condition-specific,condition-specific,Butterfly glioma contributes a defined finding pattern to the explicit Oligodendroglioma illness script.,The selected Butterfly glioma pattern differentiates Oligodendroglioma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-C3C89A089DE8,DIS-NEUR-130,FND-NEUR-DURALTAIL,present,supportive,Timing and phenotype determine sensitivity of dural tail in Oligodendroglioma.,Dural tail is interpreted against the disease-specific mimics of Oligodendroglioma.,condition-specific,condition-specific,Dural tail contributes a defined finding pattern to the explicit Oligodendroglioma illness script.,The selected Dural tail pattern differentiates Oligodendroglioma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-C4628BB7D605,DIS-NEUR-130,FND-NEUR-PSEUDOPALISADINGNECR,present,supportive,Timing and phenotype determine sensitivity of pseudopalisading necrosis in Oligodendroglioma.,Pseudopalisading necrosis is interpreted against the disease-specific mimics of Oligodendroglioma.,condition-specific,condition-specific,Pseudopalisading necrosis contributes a defined finding pattern to the explicit Oligodendroglioma illness script.,The selected Pseudopalisading necrosis pattern differentiates Oligodendroglioma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-EBE571130ACA,DIS-NEUR-131,FND-NEUR-MENINGISMUS,present,classic,Timing and phenotype determine sensitivity of meningismus in Meningioma.,Meningismus is interpreted against the disease-specific mimics of Meningioma.,condition-specific,condition-specific,Meningismus contributes a defined finding pattern to the explicit Meningioma illness script.,The selected Meningismus pattern differentiates Meningioma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-213CA7760557,DIS-NEUR-131,FND-NEUR-NEUTROPHILICCSF,present,supportive,Timing and phenotype determine sensitivity of neutrophilic csf in Meningioma.,Neutrophilic CSF is interpreted against the disease-specific mimics of Meningioma.,condition-specific,condition-specific,Neutrophilic CSF contributes a defined finding pattern to the explicit Meningioma illness script.,The selected Neutrophilic CSF pattern differentiates Meningioma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-D2C32BFC4309,DIS-NEUR-131,FND-NEUR-LYMPHOCYTICCSF,present,supportive,Timing and phenotype determine sensitivity of lymphocytic csf in Meningioma.,Lymphocytic CSF is interpreted against the disease-specific mimics of Meningioma.,condition-specific,condition-specific,Lymphocytic CSF contributes a defined finding pattern to the explicit Meningioma illness script.,The selected Lymphocytic CSF pattern differentiates Meningioma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-E0C1DAB55AE2,DIS-NEUR-131,FND-NEUR-LOWCSFGLUCOSE,present,supportive,Timing and phenotype determine sensitivity of low csf glucose in Meningioma.,Low CSF glucose is interpreted against the disease-specific mimics of Meningioma.,condition-specific,condition-specific,Low CSF glucose contributes a defined finding pattern to the explicit Meningioma illness script.,The selected Low CSF glucose pattern differentiates Meningioma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-05205E2812C9,DIS-NEUR-132,FND-NEUR-MIDLINESHIFT,present,classic,Timing and phenotype determine sensitivity of midline shift in Vestibular schwannoma.,Midline shift is interpreted against the disease-specific mimics of Vestibular schwannoma.,condition-specific,condition-specific,Midline shift contributes a defined finding pattern to the explicit Vestibular schwannoma illness script.,The selected Midline shift pattern differentiates Vestibular schwannoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-95E25404A2DC,DIS-NEUR-132,FND-NEUR-BUTTERFLYGLIOMA,present,supportive,Timing and phenotype determine sensitivity of butterfly glioma in Vestibular schwannoma.,Butterfly glioma is interpreted against the disease-specific mimics of Vestibular schwannoma.,condition-specific,condition-specific,Butterfly glioma contributes a defined finding pattern to the explicit Vestibular schwannoma illness script.,The selected Butterfly glioma pattern differentiates Vestibular schwannoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-275B3A886548,DIS-NEUR-132,FND-NEUR-DURALTAIL,present,supportive,Timing and phenotype determine sensitivity of dural tail in Vestibular schwannoma.,Dural tail is interpreted against the disease-specific mimics of Vestibular schwannoma.,condition-specific,condition-specific,Dural tail contributes a defined finding pattern to the explicit Vestibular schwannoma illness script.,The selected Dural tail pattern differentiates Vestibular schwannoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-59988463B818,DIS-NEUR-132,FND-NEUR-PSEUDOPALISADINGNECR,present,supportive,Timing and phenotype determine sensitivity of pseudopalisading necrosis in Vestibular schwannoma.,Pseudopalisading necrosis is interpreted against the disease-specific mimics of Vestibular schwannoma.,condition-specific,condition-specific,Pseudopalisading necrosis contributes a defined finding pattern to the explicit Vestibular schwannoma illness script.,The selected Pseudopalisading necrosis pattern differentiates Vestibular schwannoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-791BE461EEA7,DIS-NEUR-133,FND-NEUR-MIDLINESHIFT,present,classic,Timing and phenotype determine sensitivity of midline shift in Pituitary adenoma.,Midline shift is interpreted against the disease-specific mimics of Pituitary adenoma.,condition-specific,condition-specific,Midline shift contributes a defined finding pattern to the explicit Pituitary adenoma illness script.,The selected Midline shift pattern differentiates Pituitary adenoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-A69875D73EF1,DIS-NEUR-133,FND-NEUR-BUTTERFLYGLIOMA,present,supportive,Timing and phenotype determine sensitivity of butterfly glioma in Pituitary adenoma.,Butterfly glioma is interpreted against the disease-specific mimics of Pituitary adenoma.,condition-specific,condition-specific,Butterfly glioma contributes a defined finding pattern to the explicit Pituitary adenoma illness script.,The selected Butterfly glioma pattern differentiates Pituitary adenoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-B5B7E3CB4C53,DIS-NEUR-133,FND-NEUR-DURALTAIL,present,supportive,Timing and phenotype determine sensitivity of dural tail in Pituitary adenoma.,Dural tail is interpreted against the disease-specific mimics of Pituitary adenoma.,condition-specific,condition-specific,Dural tail contributes a defined finding pattern to the explicit Pituitary adenoma illness script.,The selected Dural tail pattern differentiates Pituitary adenoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-ECE03D1DE355,DIS-NEUR-133,FND-NEUR-PSEUDOPALISADINGNECR,present,supportive,Timing and phenotype determine sensitivity of pseudopalisading necrosis in Pituitary adenoma.,Pseudopalisading necrosis is interpreted against the disease-specific mimics of Pituitary adenoma.,condition-specific,condition-specific,Pseudopalisading necrosis contributes a defined finding pattern to the explicit Pituitary adenoma illness script.,The selected Pseudopalisading necrosis pattern differentiates Pituitary adenoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-2D4B08465FDF,DIS-NEUR-134,FND-NEUR-MIDLINESHIFT,present,classic,Timing and phenotype determine sensitivity of midline shift in Medulloblastoma.,Midline shift is interpreted against the disease-specific mimics of Medulloblastoma.,condition-specific,condition-specific,Midline shift contributes a defined finding pattern to the explicit Medulloblastoma illness script.,The selected Midline shift pattern differentiates Medulloblastoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-FE2E486FE672,DIS-NEUR-134,FND-NEUR-BUTTERFLYGLIOMA,present,supportive,Timing and phenotype determine sensitivity of butterfly glioma in Medulloblastoma.,Butterfly glioma is interpreted against the disease-specific mimics of Medulloblastoma.,condition-specific,condition-specific,Butterfly glioma contributes a defined finding pattern to the explicit Medulloblastoma illness script.,The selected Butterfly glioma pattern differentiates Medulloblastoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-1A7DDC1FCD3D,DIS-NEUR-134,FND-NEUR-DURALTAIL,present,supportive,Timing and phenotype determine sensitivity of dural tail in Medulloblastoma.,Dural tail is interpreted against the disease-specific mimics of Medulloblastoma.,condition-specific,condition-specific,Dural tail contributes a defined finding pattern to the explicit Medulloblastoma illness script.,The selected Dural tail pattern differentiates Medulloblastoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-2B39EF56D59D,DIS-NEUR-134,FND-NEUR-PSEUDOPALISADINGNECR,present,supportive,Timing and phenotype determine sensitivity of pseudopalisading necrosis in Medulloblastoma.,Pseudopalisading necrosis is interpreted against the disease-specific mimics of Medulloblastoma.,condition-specific,condition-specific,Pseudopalisading necrosis contributes a defined finding pattern to the explicit Medulloblastoma illness script.,The selected Pseudopalisading necrosis pattern differentiates Medulloblastoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-0131EF9D8337,DIS-NEUR-135,FND-NEUR-MIDLINESHIFT,present,classic,Timing and phenotype determine sensitivity of midline shift in Primary CNS lymphoma.,Midline shift is interpreted against the disease-specific mimics of Primary CNS lymphoma.,condition-specific,condition-specific,Midline shift contributes a defined finding pattern to the explicit Primary CNS lymphoma illness script.,The selected Midline shift pattern differentiates Primary CNS lymphoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-7B386CF295FF,DIS-NEUR-135,FND-NEUR-BUTTERFLYGLIOMA,present,supportive,Timing and phenotype determine sensitivity of butterfly glioma in Primary CNS lymphoma.,Butterfly glioma is interpreted against the disease-specific mimics of Primary CNS lymphoma.,condition-specific,condition-specific,Butterfly glioma contributes a defined finding pattern to the explicit Primary CNS lymphoma illness script.,The selected Butterfly glioma pattern differentiates Primary CNS lymphoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-27ABAD0E6D1C,DIS-NEUR-135,FND-NEUR-DURALTAIL,present,supportive,Timing and phenotype determine sensitivity of dural tail in Primary CNS lymphoma.,Dural tail is interpreted against the disease-specific mimics of Primary CNS lymphoma.,condition-specific,condition-specific,Dural tail contributes a defined finding pattern to the explicit Primary CNS lymphoma illness script.,The selected Dural tail pattern differentiates Primary CNS lymphoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-4C5BA02BF6D5,DIS-NEUR-135,FND-NEUR-PSEUDOPALISADINGNECR,present,supportive,Timing and phenotype determine sensitivity of pseudopalisading necrosis in Primary CNS lymphoma.,Pseudopalisading necrosis is interpreted against the disease-specific mimics of Primary CNS lymphoma.,condition-specific,condition-specific,Pseudopalisading necrosis contributes a defined finding pattern to the explicit Primary CNS lymphoma illness script.,The selected Pseudopalisading necrosis pattern differentiates Primary CNS lymphoma from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-FE5F3B539E57,DIS-NEUR-136,FND-NEUR-MIDLINESHIFT,present,classic,Timing and phenotype determine sensitivity of midline shift in Brain metastases.,Midline shift is interpreted against the disease-specific mimics of Brain metastases.,condition-specific,condition-specific,Midline shift contributes a defined finding pattern to the explicit Brain metastases illness script.,The selected Midline shift pattern differentiates Brain metastases from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-43E9FD057587,DIS-NEUR-136,FND-NEUR-BUTTERFLYGLIOMA,present,supportive,Timing and phenotype determine sensitivity of butterfly glioma in Brain metastases.,Butterfly glioma is interpreted against the disease-specific mimics of Brain metastases.,condition-specific,condition-specific,Butterfly glioma contributes a defined finding pattern to the explicit Brain metastases illness script.,The selected Butterfly glioma pattern differentiates Brain metastases from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-757C1F89265B,DIS-NEUR-136,FND-NEUR-DURALTAIL,present,supportive,Timing and phenotype determine sensitivity of dural tail in Brain metastases.,Dural tail is interpreted against the disease-specific mimics of Brain metastases.,condition-specific,condition-specific,Dural tail contributes a defined finding pattern to the explicit Brain metastases illness script.,The selected Dural tail pattern differentiates Brain metastases from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-2A0D2F4EDF32,DIS-NEUR-136,FND-NEUR-PSEUDOPALISADINGNECR,present,supportive,Timing and phenotype determine sensitivity of pseudopalisading necrosis in Brain metastases.,Pseudopalisading necrosis is interpreted against the disease-specific mimics of Brain metastases.,condition-specific,condition-specific,Pseudopalisading necrosis contributes a defined finding pattern to the explicit Brain metastases illness script.,The selected Pseudopalisading necrosis pattern differentiates Brain metastases from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-9282937871C4,DIS-NEUR-137,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Increased intracranial pressure.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Increased intracranial pressure.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Increased intracranial pressure illness script.,The selected Neurofibrillary tangles pattern differentiates Increased intracranial pressure from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-A294D5604829,DIS-NEUR-137,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Increased intracranial pressure.,Lewy bodies is interpreted against the disease-specific mimics of Increased intracranial pressure.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Increased intracranial pressure illness script.,The selected Lewy bodies pattern differentiates Increased intracranial pressure from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-30681CA89670,DIS-NEUR-137,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Increased intracranial pressure.,Ventriculomegaly is interpreted against the disease-specific mimics of Increased intracranial pressure.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Increased intracranial pressure illness script.,The selected Ventriculomegaly pattern differentiates Increased intracranial pressure from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-BC823BECF527,DIS-NEUR-137,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Increased intracranial pressure.,Fluctuating attention is interpreted against the disease-specific mimics of Increased intracranial pressure.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Increased intracranial pressure illness script.,The selected Fluctuating attention pattern differentiates Increased intracranial pressure from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-08D155AF148E,DIS-NEUR-137,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Increased intracranial pressure.,Visual hallucinations is interpreted against the disease-specific mimics of Increased intracranial pressure.,condition-specific,condition-specific,Visual hallucinations contributes a defined finding pattern to the explicit Increased intracranial pressure illness script.,The selected Visual hallucinations pattern differentiates Increased intracranial pressure from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-D697B0CDE3CE,DIS-NEUR-138,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Obstructive hydrocephalus.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Obstructive hydrocephalus.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Obstructive hydrocephalus illness script.,The selected Neurofibrillary tangles pattern differentiates Obstructive hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-EFAF6F6EB761,DIS-NEUR-138,FND-NEUR-LEWYBODIES,present,supportive,Timing and phenotype determine sensitivity of lewy bodies in Obstructive hydrocephalus.,Lewy bodies is interpreted against the disease-specific mimics of Obstructive hydrocephalus.,condition-specific,condition-specific,Lewy bodies contributes a defined finding pattern to the explicit Obstructive hydrocephalus illness script.,The selected Lewy bodies pattern differentiates Obstructive hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-7281257FA5CC,DIS-NEUR-138,FND-NEUR-VENTRICULOMEGALY,present,supportive,Timing and phenotype determine sensitivity of ventriculomegaly in Obstructive hydrocephalus.,Ventriculomegaly is interpreted against the disease-specific mimics of Obstructive hydrocephalus.,condition-specific,condition-specific,Ventriculomegaly contributes a defined finding pattern to the explicit Obstructive hydrocephalus illness script.,The selected Ventriculomegaly pattern differentiates Obstructive hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-6C582E051FF2,DIS-NEUR-138,FND-NEUR-9F0545F48A27,present,supportive,Timing and phenotype determine sensitivity of fluctuating attention in Obstructive hydrocephalus.,Fluctuating attention is interpreted against the disease-specific mimics of Obstructive hydrocephalus.,condition-specific,condition-specific,Fluctuating attention contributes a defined finding pattern to the explicit Obstructive hydrocephalus illness script.,The selected Fluctuating attention pattern differentiates Obstructive hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-04E25782473F,DIS-NEUR-138,FND-NEUR-116242E6B543,present,supportive,Timing and phenotype determine sensitivity of visual hallucinations in Obstructive hydrocephalus.,Visual hallucinations is interpreted against the disease-specific mimics of Obstructive hydrocephalus.,condition-specific,condition-specific,Visual hallucinations contributes a defined finding pattern to the explicit Obstructive hydrocephalus illness script.,The selected Visual hallucinations pattern differentiates Obstructive hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
DNF-NEUR-94054B37AF87,DIS-NEUR-139,FND-NEUR-NEUROFIBRILLARYTANGL,present,classic,Timing and phenotype determine sensitivity of neurofibrillary tangles in Communicating hydrocephalus.,Neurofibrillary tangles is interpreted against the disease-specific mimics of Communicating hydrocephalus.,condition-specific,condition-specific,Neurofibrillary tangles contributes a defined finding pattern to the explicit Communicating hydrocephalus illness script.,The selected Neurofibrillary tangles pattern differentiates Communicating hydrocephalus from the competitors in its curation manifest.,true,Step 1; Step 2 CK; Step 3,Neurology; Internal Medicine; Pediatrics; Emergency Medicine,unverified_ai_generated
